Model,City,Year,BodyType,milage range,Stroke,Mileage,Price,price in word
Honda CG 125,Lahore,2021,Standard,between 200001 to 40000,4 Stroke,31391,205000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,2015,Standard,between 1 to 20000,4 Stroke,14500,170000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,8600,200000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,2021,Standard,between 1 to 20000,4 Stroke,6000,295000,From Two Lac Seventy Thousand To  Three Lac 
Honda CD 70,Lahore,2016,Standard,between 200001 to 40000,4 Stroke,36000,85000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Karachi,2022,Standard,between 1 to 20000,4 Stroke,10000,235000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Lahore,2019,Standard,between 1 to 20000,4 Stroke,17000,147000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Karachi,2005,Standard,between 1 to 20000,4 Stroke,10000,32500,From Thirty Thousand To Sixty Thousand
Honda CG 125,Lahore,2015,Standard,between 1 to 20000,4 Stroke,19500,105000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,19168,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Karachi,2022,Standard,between 1 to 20000,4 Stroke,19965,140000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2017,Standard,between 40001 to 60000,4 Stroke,51000,115000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Rawalpindi,2021,Standard,between 1 to 20000,4 Stroke,11000,172000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2016,Standard,between 200001 to 40000,4 Stroke,40000,125000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2005,Standard,between 1 to 20000,4 Stroke,7245,45000,From Thirty Thousand To Sixty Thousand
Honda CD 70,Lahore,2018,Standard,between 1 to 20000,4 Stroke,13000,80000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Karachi,2010,Standard,between 40001 to 60000,4 Stroke,123456,60000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Lahore,2020,Standard,between 1 to 20000,4 Stroke,13600,145000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Lahore,2013,Standard,between 1 to 20000,4 Stroke,7956,95000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2010,Standard,between 40001 to 60000,4 Stroke,63700,68000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Karachi,1990,Standard,between 1 to 20000,4 Stroke,10000,60000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,17000,170000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Karachi,2021,Standard,between 1 to 20000,4 Stroke,16000,117000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Karachi,1982,Standard,between 40001 to 60000,4 Stroke,200000,250000,From Two Lac Fourty Thousand To  Two Lac Seventy Thousand
Honda CG 125,Lahore,2017,Standard,between 1 to 20000,4 Stroke,1,87000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,224,210000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,9000,177000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2017,Standard,between 40001 to 60000,4 Stroke,150000,130000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Lahore,2018,Standard,between 1 to 20000,4 Stroke,25,95000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,1986,Standard,between 40001 to 60000,4 Stroke,100000,32000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Rawalpindi,2021,Standard,between 1 to 20000,4 Stroke,10000,170000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,5799,195000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CD 70,Lahore,2012,Standard,between 40001 to 60000,4 Stroke,50000,65000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2022,Standard,between 200001 to 40000,4 Stroke,22000,165000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,15000,171000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Karachi,2010,Standard,between 40001 to 60000,4 Stroke,50000,65000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,13000,160000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2016,Standard,between 1 to 20000,4 Stroke,14219,95000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,19000,140000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Karachi,2020,Standard,between 1 to 20000,4 Stroke,10000,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2016,Standard,between 200001 to 40000,4 Stroke,36000,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Karachi,2008,Standard,between 1 to 20000,4 Stroke,100,95000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2021,Standard,between 1 to 20000,4 Stroke,13500,107000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Karachi,2002,Standard,between 1 to 20000,4 Stroke,4689,45000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Rawalpindi,2003,Standard,between 1 to 20000,4 Stroke,4388,37500,From Thirty Thousand To Sixty Thousand
Honda CD 70,Karachi,2018,Standard,between 1 to 20000,4 Stroke,17000,85000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Karachi,2019,Standard,between 1 to 20000,4 Stroke,15000,175000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,1234,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Karachi,2023,Standard,between 1 to 20000,4 Stroke,7000,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Rawalpindi,2020,Standard,between 1 to 20000,4 Stroke,13500,165000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,500,230000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CD 70,Lahore,2023,Standard,between 1 to 20000,4 Stroke,7000,135000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,18000,185000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Lahore,2018,Standard,between 40001 to 60000,4 Stroke,50000,115000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,12000,165000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2021,Standard,between 200001 to 40000,4 Stroke,32000,160000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2021,Standard,between 1 to 20000,4 Stroke,17000,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,11000,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,3000,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Karachi,2013,Standard,between 1 to 20000,4 Stroke,18868,90000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2018,Standard,between 200001 to 40000,4 Stroke,25000,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,8000,205000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CD 70,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,5000,138000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,13000,165000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2021,Standard,between 1 to 20000,4 Stroke,15000,115000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Karachi,2020,Standard,between 1 to 20000,4 Stroke,10000,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2008,Standard,between 1 to 20000,4 Stroke,12345,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,12000,145000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2016,Standard,between 40001 to 60000,4 Stroke,48000,98500,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,9800,197000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Karachi,2022,Standard,between 1 to 20000,4 Stroke,3000,189000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,20000,115000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2010,Standard,between 200001 to 40000,4 Stroke,30000,125000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,8000,140000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Lahore,2023,Standard,between 1 to 20000,4 Stroke,7800,145000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Rawalpindi,2019,Standard,between 1 to 20000,4 Stroke,16000,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,10458,175000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,19000,163000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,11000,199000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CD 70,Karachi,2021,Standard,between 1 to 20000,4 Stroke,15359,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,8850,235000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,6543,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,1000,95000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Rawalpindi,2021,Standard,between 1 to 20000,4 Stroke,20000,170000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2011,Standard,between 40001 to 60000,4 Stroke,79000,60000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,950,230000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,15000,140000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,9500,197000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,2002,Standard,between 40001 to 60000,4 Stroke,76000,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Rawalpindi,2019,Standard,between 40001 to 60000,4 Stroke,46712,107000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Rawalpindi,2015,Standard,between 1 to 20000,4 Stroke,1,105000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Rawalpindi,2021,Standard,between 1 to 20000,4 Stroke,13000,172000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Karachi,2022,Standard,between 1 to 20000,4 Stroke,15000,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,7300,190000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Lahore,2021,Standard,between 200001 to 40000,4 Stroke,31000,175000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Karachi,2022,Standard,between 1 to 20000,4 Stroke,15500,185000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,2012,Standard,between 200001 to 40000,4 Stroke,21700,150000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2013,Standard,between 1 to 20000,4 Stroke,17000,125000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Karachi,2016,Standard,between 1 to 20000,4 Stroke,10000,135000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,2500,225000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,11000,150000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,7500,185000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,16000,150000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Karachi,2015,Standard,between 1 to 20000,4 Stroke,15000,90000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,7500,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Lahore,2017,Standard,between 40001 to 60000,4 Stroke,85000,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,15785,190000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Karachi,2023,Standard,between 1 to 20000,4 Stroke,1800,232000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,3500,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,17000,165000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2016,Standard,between 40001 to 60000,4 Stroke,50000,93000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,15500,175000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Karachi,2022,Standard,between 40001 to 60000,4 Stroke,45000,168000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Rawalpindi,2018,Standard,between 200001 to 40000,4 Stroke,25000,100000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Rawalpindi,2018,Standard,between 1 to 20000,4 Stroke,20000,65000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,17000,175000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2021,Standard,between 1 to 20000,4 Stroke,8000,95000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2019,Standard,between 1 to 20000,4 Stroke,13000,95000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,5600,226000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Rawalpindi,2017,Standard,between 200001 to 40000,4 Stroke,40000,142000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,9000,280000,From Two Lac Seventy Thousand To  Three Lac 
Honda CD 70,Lahore,2023,Standard,between 1 to 20000,4 Stroke,4000,129000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Karachi,2021,Standard,between 80000 to 1000000,4 Stroke,999999,165000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Karachi,2016,Standard,between 200001 to 40000,4 Stroke,35000,70000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2014,Standard,between 40001 to 60000,4 Stroke,50000,83000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Lahore,2011,Standard,between 40001 to 60000,4 Stroke,50000,52500,From Thirty Thousand To Sixty Thousand
Honda CG 125,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,4000,210000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,1999,Standard,between 1 to 20000,4 Stroke,10000,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,12345,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,12418,150000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2013,Standard,between 1 to 20000,4 Stroke,1250,170000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2020,Standard,between 200001 to 40000,4 Stroke,29000,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,18000,180000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Karachi,2023,Standard,between 1 to 20000,4 Stroke,9000,135000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Lahore,2023,Standard,between 1 to 20000,4 Stroke,9000,142000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2014,Standard,between 1 to 20000,4 Stroke,1,90000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Rawalpindi,2016,Standard,between 40001 to 60000,4 Stroke,59000,140000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2017,Standard,between 200001 to 40000,4 Stroke,24000,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2009,Standard,between 40001 to 60000,4 Stroke,80000,72000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Lahore,2012,Standard,between 40001 to 60000,4 Stroke,62327,65000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Rawalpindi,2020,Standard,between 200001 to 40000,4 Stroke,25000,127000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2014,Standard,between 40001 to 60000,4 Stroke,75000,115000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Karachi,2022,Standard,between 1 to 20000,4 Stroke,4000,180000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2005,Standard,between 1 to 20000,4 Stroke,7385,35000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,13400,159000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,7000,210000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CD 70,Lahore,2021,Standard,between 1 to 20000,4 Stroke,5500,108000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Karachi,2003,Standard,between 40001 to 60000,4 Stroke,99999,130000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Rawalpindi,2016,Standard,between 1 to 20000,4 Stroke,12345,78000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2019,Standard,between 200001 to 40000,4 Stroke,30000,160000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Karachi,2022,Standard,between 1 to 20000,4 Stroke,6500,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,6500,200000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Karachi,2023,Standard,between 1 to 20000,4 Stroke,4000,198000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,4500,245000,From Two Lac Fourty Thousand To  Two Lac Seventy Thousand
Honda CD 70,Karachi,2023,Standard,between 1 to 20000,4 Stroke,10000,142000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2016,Standard,between 1 to 20000,4 Stroke,5000,95000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Karachi,2017,Standard,between 1 to 20000,4 Stroke,15000,78000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Rawalpindi,2017,Standard,between 1 to 20000,4 Stroke,3000,90000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Karachi,2006,Standard,between 1 to 20000,4 Stroke,10000,65000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,8000,185000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,20000,150000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,3000,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,6400,205000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Karachi,2022,Standard,between 1 to 20000,4 Stroke,6000,180000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,6000,180000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,12000,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,4500,218000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,6200,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CD 70,Lahore,2018,Standard,between 200001 to 40000,4 Stroke,25000,79000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Lahore,2022,Standard,between 200001 to 40000,4 Stroke,22957,118000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Karachi,2022,Standard,between 1 to 20000,4 Stroke,5250,190000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,13,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,20000,175000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2017,Standard,between 1 to 20000,4 Stroke,18000,105000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,4400,285000,From Two Lac Seventy Thousand To  Three Lac 
